Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
LUMN,9.01,2026/04/23,16:00 EDT,-0.25,9.21,9.495,8.81,15013881,,9.47,15.5,,,,,BUY
WULF,20.37,2026/04/23,16:00 EDT,-0.179998,20.52,21.6,20.23,36003302,,16.92,25.0,,,,,BUY
SES,1.22,2026/04/23,16:00 EDT,-0.05,1.31,1.31,1.19,6969801,,2.88,215.0,,,,,BUY
QUBT,9.05,2026/04/23,16:00 EDT,-0.809999,9.71,9.895,8.88,18717549,,22.38,20.0,,,,,BUY
VERI,2.18,2026/04/23,16:00 EDT,-0.21,2.32,2.34,2.155,2095782,,4.61,149.0,,,,,BUY
FIGR,32.22,2026/04/23,16:00 EDT,-3.45,34.77,35.04,31.51,3285657,,25.0,1.0,,,,,BUY
