Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
XRP-USD,1.44,2026/04/23,00:57 UTC,0.010100007,1.4390978,1.4403514,1.4390622,2503115776,,2.8209,200.790413,,,,,BUY
ETH-USD,2331.17,2026/04/23,00:57 UTC,-42.120117,2331.538,2336.3096,2329.6284,18587492352,,4312.48,0.083402,,,,,BUY
